image1,image2,ssim_score
cat_1004.png,cat_1051.png,0.329547
cat_112.png,cat_1205.png,0.329538
cat_1017.png,cat_1175.png,0.329537
cat_116.png,cat_1187.png,0.329537
cat_1025.png,cat_1264.png,0.329534
cat_106.png,cat_1112.png,0.329533
cat_1140.png,cat_1306.png,0.329530
cat_1087.png,cat_120.png,0.329524
cat_116.png,cat_1209.png,0.329520
cat_1011.png,cat_1108.png,0.329512
cat_1021.png,cat_1299.png,0.329499
cat_101.png,cat_1205.png,0.329498
cat_119.png,cat_1196.png,0.329495
cat_1057.png,cat_1235.png,0.329491
cat_1102.png,cat_1208.png,0.329491
cat_1113.png,cat_1230.png,0.329490
cat_1001.png,cat_1111.png,0.329484
cat_1217.png,cat_1231.png,0.329483
cat_1178.png,cat_1242.png,0.329477
cat_109.png,cat_1268.png,0.329474
cat_1014.png,cat_1027.png,0.329467
cat_1182.png,cat_1300.png,0.329466
cat_1041.png,cat_1172.png,0.329466
cat_1189.png,cat_1293.png,0.329460
cat_1288.png,cat_13.png,0.329457
cat_1061.png,cat_116.png,0.329455
cat_1132.png,cat_1211.png,0.329449
cat_1081.png,cat_1207.png,0.329448
cat_1142.png,cat_1288.png,0.329444
cat_1136.png,cat_126.png,0.329441
cat_1053.png,cat_116.png,0.329439
cat_1033.png,cat_1068.png,0.329437
cat_1135.png,cat_1290.png,0.329433
cat_109.png,cat_1137.png,0.329427
cat_1058.png,cat_121.png,0.329417
cat_1152.png,cat_1227.png,0.329414
cat_1005.png,cat_1140.png,0.329404
cat_1005.png,cat_1037.png,0.329403
cat_1072.png,cat_1171.png,0.329402
cat_1037.png,cat_127.png,0.329401
cat_1081.png,cat_1202.png,0.329394
cat_1102.png,cat_116.png,0.329392
cat_1008.png,cat_1083.png,0.329384
cat_1146.png,cat_1272.png,0.329377
cat_1184.png,cat_1243.png,0.329369
cat_1280.png,cat_1290.png,0.329358
cat_1219.png,cat_1285.png,0.329352
cat_1128.png,cat_1177.png,0.329345
cat_1098.png,cat_1245.png,0.329328
cat_1281.png,cat_1288.png,0.329323
cat_1206.png,cat_1246.png,0.329323
cat_1228.png,cat_1311.png,0.329321
cat_1095.png,cat_1129.png,0.329320
cat_1180.png,cat_1292.png,0.329319
cat_1020.png,cat_1022.png,0.329313
cat_1180.png,cat_1284.png,0.329304
cat_1120.png,cat_1162.png,0.329300
cat_1095.png,cat_1176.png,0.329293
cat_1144.png,cat_1154.png,0.329290
cat_1022.png,cat_1175.png,0.329286
cat_1006.png,cat_1192.png,0.329284
cat_1093.png,cat_1211.png,0.329282
cat_1125.png,cat_1196.png,0.329276
cat_1124.png,cat_1167.png,0.329265
cat_1045.png,cat_1085.png,0.329256
cat_1020.png,cat_1228.png,0.329251
cat_1044.png,cat_1121.png,0.329247
cat_1247.png,cat_1253.png,0.329244
cat_1110.png,cat_1234.png,0.329238
cat_1118.png,cat_1224.png,0.329235
cat_1031.png,cat_1109.png,0.329230
cat_1049.png,cat_1285.png,0.329229
cat_1244.png,cat_125.png,0.329219
cat_1061.png,cat_1253.png,0.329213
cat_1124.png,cat_1182.png,0.329206
cat_1167.png,cat_1299.png,0.329206
cat_1049.png,cat_1306.png,0.329205
cat_1209.png,cat_1210.png,0.329188
cat_113.png,cat_1213.png,0.329188
cat_1217.png,cat_1277.png,0.329181
cat_1122.png,cat_122.png,0.329180
cat_1068.png,cat_1131.png,0.329179
cat_112.png,cat_114.png,0.329171
cat_1166.png,cat_126.png,0.329170
cat_1038.png,cat_1201.png,0.329169
cat_1183.png,cat_1264.png,0.329164
cat_1181.png,cat_122.png,0.329161
cat_1034.png,cat_1275.png,0.329158
cat_1126.png,cat_1280.png,0.329156
cat_113.png,cat_1307.png,0.329148
cat_1027.png,cat_1165.png,0.329145
cat_1070.png,cat_1101.png,0.329145
cat_1101.png,cat_114.png,0.329144
cat_1023.png,cat_1096.png,0.329141
cat_100.png,cat_1164.png,0.329139
cat_1023.png,cat_1031.png,0.329130
cat_1125.png,cat_1270.png,0.329128
cat_1072.png,cat_1285.png,0.329128
cat_1044.png,cat_1141.png,0.329126
cat_1142.png,cat_1165.png,0.329124
cat_1198.png,cat_1214.png,0.329121
cat_1038.png,cat_1163.png,0.329119
cat_1039.png,cat_1222.png,0.329106
cat_1137.png,cat_1179.png,0.329097
cat_1088.png,cat_1114.png,0.329091
cat_1094.png,cat_1143.png,0.329090
cat_1154.png,cat_1177.png,0.329086
cat_1023.png,cat_1086.png,0.329083
cat_1126.png,cat_1153.png,0.329077
cat_1243.png,cat_1266.png,0.329069
cat_1042.png,cat_1248.png,0.329058
cat_1170.png,cat_1263.png,0.329055
cat_1223.png,cat_126.png,0.329051
cat_1048.png,cat_1308.png,0.329049
cat_1129.png,cat_1277.png,0.329048
cat_1076.png,cat_123.png,0.329047
cat_1166.png,cat_1288.png,0.329026
cat_1086.png,cat_1114.png,0.329013
cat_1055.png,cat_1128.png,0.329012
cat_1137.png,cat_1271.png,0.329011
cat_1106.png,cat_1170.png,0.329009
cat_1143.png,cat_1231.png,0.329009
cat_1072.png,cat_1202.png,0.329001
cat_1016.png,cat_1148.png,0.329001
cat_1004.png,cat_1139.png,0.328998
cat_109.png,cat_1129.png,0.328997
cat_1060.png,cat_1230.png,0.328973
cat_1030.png,cat_1293.png,0.328972
cat_1178.png,cat_1187.png,0.328970
cat_1149.png,cat_1233.png,0.328960
cat_1044.png,cat_118.png,0.328957
cat_1031.png,cat_1148.png,0.328937
cat_1293.png,cat_1306.png,0.328937
cat_105.png,cat_1252.png,0.328931
cat_1018.png,cat_1182.png,0.328928
cat_1000.png,cat_108.png,0.328908
cat_1179.png,cat_1227.png,0.328908
cat_1050.png,cat_13.png,0.328908
cat_1118.png,cat_1125.png,0.328896
cat_1003.png,cat_1087.png,0.328892
cat_1044.png,cat_1060.png,0.328878
cat_1045.png,cat_1265.png,0.328868
cat_1118.png,cat_1157.png,0.328868
cat_121.png,cat_1301.png,0.328857
cat_1056.png,cat_1173.png,0.328854
cat_114.png,cat_1293.png,0.328846
cat_1021.png,cat_1193.png,0.328846
cat_1195.png,cat_122.png,0.328844
cat_1116.png,cat_1145.png,0.328842
cat_1019.png,cat_1293.png,0.328841
cat_1042.png,cat_1204.png,0.328837
cat_1056.png,cat_1275.png,0.328816
cat_1265.png,cat_130.png,0.328800
cat_1091.png,cat_1216.png,0.328788
cat_1168.png,cat_1180.png,0.328786
cat_1015.png,cat_1281.png,0.328782
cat_1096.png,cat_1207.png,0.328767
cat_1003.png,cat_1113.png,0.328764
cat_1000.png,cat_1037.png,0.328764
cat_1095.png,cat_1292.png,0.328756
cat_1055.png,cat_123.png,0.328754
cat_1149.png,cat_1159.png,0.328754
cat_1151.png,cat_13.png,0.328753
cat_1045.png,cat_1119.png,0.328751
cat_1199.png,cat_1204.png,0.328751
cat_1010.png,cat_1020.png,0.328747
cat_1027.png,cat_1151.png,0.328747
cat_1129.png,cat_1231.png,0.328747
cat_1114.png,cat_1202.png,0.328737
cat_105.png,cat_1154.png,0.328729
cat_1042.png,cat_1146.png,0.328726
cat_1263.png,cat_1298.png,0.328724
cat_1022.png,cat_1162.png,0.328717
cat_1032.png,cat_1057.png,0.328716
cat_128.png,cat_1305.png,0.328716
cat_1136.png,cat_1280.png,0.328710
cat_105.png,cat_1306.png,0.328702
cat_1102.png,cat_1311.png,0.328694
cat_1172.png,cat_1278.png,0.328686
cat_1033.png,cat_1107.png,0.328684
cat_1037.png,cat_1171.png,0.328684
cat_1162.png,cat_1195.png,0.328676
cat_1074.png,cat_1093.png,0.328670
cat_10.png,cat_1076.png,0.328666
cat_1004.png,cat_1191.png,0.328660
cat_1207.png,cat_1294.png,0.328645
cat_1128.png,cat_1153.png,0.328637
cat_119.png,cat_1227.png,0.328632
cat_1168.png,cat_1308.png,0.328622
cat_1053.png,cat_1175.png,0.328601
cat_118.png,cat_1297.png,0.328591
cat_1074.png,cat_1245.png,0.328587
cat_1088.png,cat_115.png,0.328584
cat_1184.png,cat_1261.png,0.328580
cat_1088.png,cat_1145.png,0.328578
cat_1049.png,cat_1259.png,0.328577
cat_1110.png,cat_1228.png,0.328574
cat_1201.png,cat_1307.png,0.328571
cat_1016.png,cat_1229.png,0.328558
cat_1044.png,cat_1294.png,0.328552
cat_1101.png,cat_1155.png,0.328548
cat_1207.png,cat_121.png,0.328544
cat_1171.png,cat_1238.png,0.328542
cat_1108.png,cat_1184.png,0.328537
cat_1253.png,cat_1301.png,0.328533
cat_1007.png,cat_1285.png,0.328531
cat_1023.png,cat_1233.png,0.328524
cat_1218.png,cat_1230.png,0.328523
cat_1105.png,cat_1276.png,0.328521
cat_1052.png,cat_1249.png,0.328520
cat_113.png,cat_1256.png,0.328519
cat_1153.png,cat_1259.png,0.328515
cat_100.png,cat_1009.png,0.328511
cat_1177.png,cat_1275.png,0.328504
cat_1047.png,cat_131.png,0.328503
cat_1209.png,cat_1253.png,0.328501
cat_118.png,cat_1254.png,0.328489
cat_1068.png,cat_1162.png,0.328485
cat_1162.png,cat_1164.png,0.328477
cat_1030.png,cat_1049.png,0.328474
cat_1214.png,cat_1250.png,0.328473
cat_1203.png,cat_1281.png,0.328464
cat_1015.png,cat_1155.png,0.328455
cat_1166.png,cat_1244.png,0.328454
cat_1131.png,cat_1218.png,0.328451
cat_1076.png,cat_1079.png,0.328445
cat_1210.png,cat_1273.png,0.328437
cat_1043.png,cat_1049.png,0.328421
cat_1128.png,cat_1218.png,0.328421
cat_1217.png,cat_1303.png,0.328411
cat_1171.png,cat_1233.png,0.328408
cat_1010.png,cat_1031.png,0.328406
cat_1060.png,cat_1229.png,0.328404
cat_1061.png,cat_1189.png,0.328403
cat_102.png,cat_118.png,0.328399
cat_1017.png,cat_1272.png,0.328398
cat_1010.png,cat_1146.png,0.328396
cat_1042.png,cat_1134.png,0.328396
cat_1048.png,cat_1294.png,0.328386
cat_1222.png,cat_1274.png,0.328384
cat_1250.png,cat_1256.png,0.328382
cat_1120.png,cat_121.png,0.328379
cat_1006.png,cat_1030.png,0.328372
cat_1171.png,cat_1266.png,0.328367
cat_1011.png,cat_1134.png,0.328359
cat_1106.png,cat_114.png,0.328358
cat_1173.png,cat_131.png,0.328358
cat_1175.png,cat_1209.png,0.328351
cat_1027.png,cat_1180.png,0.328347
cat_1289.png,cat_1293.png,0.328343
cat_1045.png,cat_1149.png,0.328342
cat_1167.png,cat_1227.png,0.328332
cat_1217.png,cat_1278.png,0.328327
cat_105.png,cat_1249.png,0.328321
cat_1165.png,cat_1299.png,0.328319
cat_1010.png,cat_1250.png,0.328317
cat_1119.png,cat_1209.png,0.328317
cat_107.png,cat_1104.png,0.328312
cat_1006.png,cat_1187.png,0.328311
cat_1162.png,cat_1228.png,0.328309
cat_125.png,cat_1308.png,0.328306
cat_1070.png,cat_1223.png,0.328304
cat_1001.png,cat_1225.png,0.328301
cat_1218.png,cat_1256.png,0.328298
cat_1169.png,cat_1306.png,0.328296
cat_1229.png,cat_1271.png,0.328296
cat_1000.png,cat_1006.png,0.328294
cat_1050.png,cat_1216.png,0.328293
cat_102.png,cat_1162.png,0.328293
cat_1096.png,cat_1231.png,0.328285
cat_1015.png,cat_128.png,0.328278
cat_1065.png,cat_1196.png,0.328277
cat_1018.png,cat_1082.png,0.328274
cat_1047.png,cat_1184.png,0.328273
cat_1016.png,cat_1154.png,0.328260
cat_1148.png,cat_1191.png,0.328260
cat_1049.png,cat_114.png,0.328254
cat_108.png,cat_129.png,0.328242
cat_1020.png,cat_1141.png,0.328234
cat_1114.png,cat_1124.png,0.328228
cat_101.png,cat_1305.png,0.328219
cat_123.png,cat_1307.png,0.328216
cat_1024.png,cat_1065.png,0.328215
cat_1016.png,cat_1176.png,0.328212
cat_1047.png,cat_117.png,0.328210
cat_12.png,cat_1241.png,0.328208
cat_1011.png,cat_1270.png,0.328207
cat_1032.png,cat_1096.png,0.328205
cat_1027.png,cat_1308.png,0.328204
cat_104.png,cat_1159.png,0.328200
cat_1159.png,cat_1258.png,0.328200
cat_1075.png,cat_1093.png,0.328196
cat_1118.png,cat_1293.png,0.328194
cat_1065.png,cat_1204.png,0.328191
cat_1110.png,cat_1156.png,0.328189
cat_101.png,cat_1111.png,0.328176
cat_1165.png,cat_1196.png,0.328175
cat_103.png,cat_1155.png,0.328169
cat_1183.png,cat_1230.png,0.328146
cat_1068.png,cat_1127.png,0.328133
cat_1167.png,cat_1275.png,0.328130
cat_1008.png,cat_1227.png,0.328129
cat_1248.png,cat_1290.png,0.328124
cat_1063.png,cat_1230.png,0.328114
cat_1170.png,cat_1293.png,0.328105
cat_118.png,cat_1209.png,0.328104
cat_1147.png,cat_1164.png,0.328102
cat_1195.png,cat_1249.png,0.328097
cat_114.png,cat_1223.png,0.328096
cat_1038.png,cat_1278.png,0.328094
cat_120.png,cat_1209.png,0.328092
cat_108.png,cat_1201.png,0.328080
cat_102.png,cat_1110.png,0.328074
cat_104.png,cat_1086.png,0.328071
cat_1233.png,cat_1306.png,0.328064
cat_1148.png,cat_124.png,0.328059
cat_1166.png,cat_1189.png,0.328058
cat_1280.png,cat_1284.png,0.328056
cat_1081.png,cat_1193.png,0.328053
cat_1004.png,cat_1170.png,0.328048
cat_105.png,cat_1168.png,0.328040
cat_1011.png,cat_1187.png,0.328036
cat_1051.png,cat_1237.png,0.328023
cat_1214.png,cat_1258.png,0.328021
cat_1009.png,cat_1038.png,0.328020
cat_1040.png,cat_1275.png,0.328011
cat_1033.png,cat_1118.png,0.328010
cat_1030.png,cat_1047.png,0.328005
cat_103.png,cat_1183.png,0.328005
cat_1155.png,cat_1265.png,0.328002
cat_1222.png,cat_1303.png,0.327983
cat_1141.png,cat_1311.png,0.327983
cat_1083.png,cat_1119.png,0.327981
cat_1126.png,cat_1277.png,0.327981
cat_1093.png,cat_1261.png,0.327973
cat_1122.png,cat_1201.png,0.327973
cat_107.png,cat_1110.png,0.327973
cat_1038.png,cat_1108.png,0.327970
cat_1032.png,cat_1071.png,0.327962
cat_1102.png,cat_1284.png,0.327959
cat_1032.png,cat_1230.png,0.327954
cat_1123.png,cat_1247.png,0.327951
cat_121.png,cat_1216.png,0.327949
cat_1192.png,cat_1242.png,0.327943
cat_1178.png,cat_1284.png,0.327938
cat_1165.png,cat_1298.png,0.327935
cat_1168.png,cat_1246.png,0.327925
cat_1133.png,cat_1270.png,0.327918
cat_1159.png,cat_120.png,0.327916
cat_1144.png,cat_1266.png,0.327908
cat_1126.png,cat_1214.png,0.327904
cat_1190.png,cat_1301.png,0.327903
cat_1235.png,cat_1283.png,0.327901
cat_1044.png,cat_1122.png,0.327899
cat_1031.png,cat_1065.png,0.327894
cat_1114.png,cat_1250.png,0.327892
cat_1057.png,cat_1311.png,0.327890
cat_1146.png,cat_1218.png,0.327889
cat_1213.png,cat_1300.png,0.327887
cat_1189.png,cat_1311.png,0.327884
cat_1063.png,cat_1146.png,0.327879
cat_1033.png,cat_1248.png,0.327879
cat_1006.png,cat_1091.png,0.327878
cat_1021.png,cat_1216.png,0.327870
cat_1129.png,cat_1244.png,0.327869
cat_1199.png,cat_1281.png,0.327867
cat_1221.png,cat_1228.png,0.327858
cat_1020.png,cat_1176.png,0.327854
cat_1001.png,cat_1087.png,0.327847
cat_1037.png,cat_1155.png,0.327843
cat_1098.png,cat_1132.png,0.327835
cat_1034.png,cat_1141.png,0.327820
cat_1014.png,cat_1180.png,0.327820
cat_116.png,cat_1210.png,0.327816
cat_1012.png,cat_1284.png,0.327813
cat_1042.png,cat_1047.png,0.327808
cat_1014.png,cat_1120.png,0.327807
cat_1138.png,cat_1173.png,0.327803
cat_1055.png,cat_1144.png,0.327797
cat_1071.png,cat_1135.png,0.327795
cat_112.png,cat_1309.png,0.327792
cat_1182.png,cat_1241.png,0.327778
cat_1220.png,cat_1227.png,0.327769
cat_1116.png,cat_1175.png,0.327768
cat_1038.png,cat_117.png,0.327755
cat_1132.png,cat_1152.png,0.327753
cat_1061.png,cat_1229.png,0.327752
cat_1061.png,cat_1290.png,0.327736
cat_1007.png,cat_1224.png,0.327733
cat_1050.png,cat_1186.png,0.327733
cat_1209.png,cat_1235.png,0.327727
cat_1112.png,cat_1138.png,0.327722
cat_1082.png,cat_1209.png,0.327721
cat_1142.png,cat_1241.png,0.327720
cat_1014.png,cat_1149.png,0.327716
cat_1056.png,cat_1058.png,0.327710
cat_1060.png,cat_1277.png,0.327708
cat_1007.png,cat_1078.png,0.327707
cat_1032.png,cat_1225.png,0.327705
cat_1042.png,cat_1155.png,0.327701
cat_1171.png,cat_1265.png,0.327701
cat_1139.png,cat_1189.png,0.327700
cat_1075.png,cat_1274.png,0.327695
cat_1249.png,cat_1265.png,0.327688
cat_1004.png,cat_1136.png,0.327683
cat_1010.png,cat_1142.png,0.327674
cat_1120.png,cat_1250.png,0.327661
cat_1040.png,cat_110.png,0.327659
cat_1119.png,cat_1301.png,0.327658
cat_1192.png,cat_1280.png,0.327655
cat_1017.png,cat_1187.png,0.327653
cat_1090.png,cat_1187.png,0.327649
cat_1183.png,cat_1190.png,0.327644
cat_1122.png,cat_1245.png,0.327639
cat_125.png,cat_1281.png,0.327633
cat_1178.png,cat_130.png,0.327633
cat_1137.png,cat_118.png,0.327630
cat_1142.png,cat_1290.png,0.327625
cat_117.png,cat_1231.png,0.327625
cat_1096.png,cat_1248.png,0.327618
cat_1004.png,cat_1122.png,0.327616
cat_107.png,cat_1072.png,0.327615
cat_1041.png,cat_1070.png,0.327614
cat_1187.png,cat_1248.png,0.327611
cat_112.png,cat_1238.png,0.327603
cat_1108.png,cat_12.png,0.327599
cat_1087.png,cat_1202.png,0.327598
cat_1016.png,cat_1254.png,0.327593
cat_1107.png,cat_1211.png,0.327584
cat_1221.png,cat_1305.png,0.327583
cat_1095.png,cat_1168.png,0.327581
cat_1062.png,cat_1161.png,0.327577
cat_1159.png,cat_1284.png,0.327574
cat_1004.png,cat_101.png,0.327566
cat_1154.png,cat_1274.png,0.327563
cat_104.png,cat_1170.png,0.327548
cat_1070.png,cat_126.png,0.327547
cat_1157.png,cat_1165.png,0.327543
cat_1060.png,cat_1218.png,0.327542
cat_1205.png,cat_131.png,0.327539
cat_1001.png,cat_1102.png,0.327536
cat_1213.png,cat_1276.png,0.327534
cat_1176.png,cat_1233.png,0.327534
cat_1005.png,cat_1146.png,0.327524
cat_112.png,cat_1148.png,0.327516
cat_1034.png,cat_106.png,0.327515
cat_1022.png,cat_1153.png,0.327507
cat_105.png,cat_1114.png,0.327506
cat_1063.png,cat_1298.png,0.327504
cat_1019.png,cat_1258.png,0.327501
cat_1060.png,cat_1143.png,0.327501
cat_1094.png,cat_1102.png,0.327493
cat_1200.png,cat_1293.png,0.327487
cat_1119.png,cat_1142.png,0.327485
cat_1009.png,cat_1128.png,0.327477
cat_1088.png,cat_1178.png,0.327476
cat_1155.png,cat_118.png,0.327470
cat_1057.png,cat_1175.png,0.327468
cat_1003.png,cat_1293.png,0.327467
cat_1004.png,cat_1249.png,0.327464
cat_1133.png,cat_1192.png,0.327464
cat_1030.png,cat_1305.png,0.327458
cat_1149.png,cat_1293.png,0.327453
cat_113.png,cat_1246.png,0.327451
cat_1184.png,cat_1280.png,0.327449
cat_109.png,cat_1266.png,0.327448
cat_100.png,cat_1140.png,0.327446
cat_1057.png,cat_1276.png,0.327445
cat_1005.png,cat_1135.png,0.327432
cat_1000.png,cat_1051.png,0.327431
cat_1122.png,cat_1293.png,0.327428
cat_1124.png,cat_1169.png,0.327426
cat_1143.png,cat_1289.png,0.327425
cat_1044.png,cat_1206.png,0.327418
cat_1143.png,cat_1191.png,0.327408
cat_1266.png,cat_1279.png,0.327408
cat_1132.png,cat_1290.png,0.327399
cat_1053.png,cat_119.png,0.327392
cat_1044.png,cat_1159.png,0.327391
cat_1006.png,cat_1143.png,0.327379
cat_1030.png,cat_1298.png,0.327377
cat_1170.png,cat_1238.png,0.327376
cat_1154.png,cat_1213.png,0.327371
cat_1260.png,cat_1279.png,0.327360
cat_1173.png,cat_1280.png,0.327346
cat_1096.png,cat_1293.png,0.327341
cat_1184.png,cat_122.png,0.327340
cat_1126.png,cat_1247.png,0.327336
cat_1000.png,cat_1072.png,0.327336
cat_1030.png,cat_1225.png,0.327331
cat_1247.png,cat_1256.png,0.327329
cat_1122.png,cat_1205.png,0.327328
cat_1198.png,cat_1277.png,0.327318
cat_1023.png,cat_1083.png,0.327317
cat_1061.png,cat_109.png,0.327316
cat_1051.png,cat_1152.png,0.327301
cat_101.png,cat_1290.png,0.327293
cat_1052.png,cat_1242.png,0.327291
cat_114.png,cat_125.png,0.327284
cat_1207.png,cat_1217.png,0.327281
cat_1081.png,cat_1129.png,0.327279
cat_1135.png,cat_1231.png,0.327276
cat_1106.png,cat_1235.png,0.327275
cat_1044.png,cat_1149.png,0.327273
cat_1000.png,cat_112.png,0.327273
cat_120.png,cat_1233.png,0.327268
cat_122.png,cat_1231.png,0.327264
cat_1152.png,cat_1241.png,0.327262
cat_1049.png,cat_1170.png,0.327260
cat_1086.png,cat_1107.png,0.327259
cat_1033.png,cat_1187.png,0.327257
cat_1045.png,cat_1164.png,0.327255
cat_1053.png,cat_109.png,0.327251
cat_1016.png,cat_1171.png,0.327250
cat_1110.png,cat_1278.png,0.327246
cat_1233.png,cat_1256.png,0.327241
cat_1023.png,cat_1032.png,0.327241
cat_1061.png,cat_1125.png,0.327236
cat_1060.png,cat_1136.png,0.327235
cat_1075.png,cat_1098.png,0.327222
cat_1054.png,cat_1137.png,0.327219
cat_1141.png,cat_1184.png,0.327213
cat_1005.png,cat_1164.png,0.327211
cat_1005.png,cat_1278.png,0.327206
cat_1186.png,cat_1302.png,0.327201
cat_1231.png,cat_1266.png,0.327186
cat_1051.png,cat_1275.png,0.327186
cat_1082.png,cat_1163.png,0.327182
cat_1081.png,cat_1143.png,0.327181
cat_1030.png,cat_1113.png,0.327176
cat_1046.png,cat_1102.png,0.327172
cat_1005.png,cat_1088.png,0.327171
cat_1139.png,cat_1284.png,0.327170
cat_1066.png,cat_1294.png,0.327154
cat_1017.png,cat_1147.png,0.327152
cat_1078.png,cat_1167.png,0.327149
cat_1143.png,cat_128.png,0.327133
cat_1055.png,cat_1165.png,0.327128
cat_1056.png,cat_1218.png,0.327124
cat_1056.png,cat_1200.png,0.327115
cat_1001.png,cat_1294.png,0.327113
cat_1143.png,cat_1304.png,0.327112
cat_12.png,cat_1228.png,0.327111
cat_1063.png,cat_120.png,0.327110
cat_1189.png,cat_1231.png,0.327109
cat_1131.png,cat_1258.png,0.327105
cat_1009.png,cat_1220.png,0.327096
cat_1034.png,cat_1134.png,0.327088
cat_1124.png,cat_1223.png,0.327080
cat_119.png,cat_1216.png,0.327071
cat_1051.png,cat_1187.png,0.327068
cat_1129.png,cat_1170.png,0.327063
cat_1102.png,cat_1300.png,0.327061
cat_103.png,cat_1154.png,0.327061
cat_1113.png,cat_1250.png,0.327049
cat_1020.png,cat_1044.png,0.327046
cat_1020.png,cat_1219.png,0.327042
cat_1164.png,cat_1218.png,0.327041
cat_1086.png,cat_1174.png,0.327036
cat_1169.png,cat_1273.png,0.327030
cat_1131.png,cat_1165.png,0.327018
cat_1180.png,cat_1229.png,0.327018
cat_1165.png,cat_1283.png,0.327013
cat_1046.png,cat_1161.png,0.327011
cat_1097.png,cat_1105.png,0.327010
cat_1041.png,cat_120.png,0.327007
cat_1005.png,cat_1009.png,0.326996
cat_1127.png,cat_1215.png,0.326994
cat_1048.png,cat_1153.png,0.326993
cat_1005.png,cat_1018.png,0.326992
cat_1006.png,cat_1204.png,0.326991
cat_1027.png,cat_1229.png,0.326988
cat_126.png,cat_128.png,0.326975
cat_1007.png,cat_1114.png,0.326965
cat_1024.png,cat_1154.png,0.326964
cat_1053.png,cat_121.png,0.326961
cat_118.png,cat_123.png,0.326959
cat_1055.png,cat_1094.png,0.326958
cat_1074.png,cat_1127.png,0.326953
cat_1101.png,cat_1174.png,0.326953
cat_1025.png,cat_1050.png,0.326951
cat_1198.png,cat_1206.png,0.326946
cat_1133.png,cat_1139.png,0.326944
cat_1210.png,cat_129.png,0.326942
cat_1249.png,cat_1259.png,0.326940
cat_1053.png,cat_1184.png,0.326940
cat_1017.png,cat_1294.png,0.326939
cat_1045.png,cat_1247.png,0.326937
cat_1126.png,cat_126.png,0.326937
cat_1184.png,cat_1293.png,0.326935
cat_1092.png,cat_1307.png,0.326935
cat_1056.png,cat_1293.png,0.326934
cat_1135.png,cat_120.png,0.326930
cat_1071.png,cat_1159.png,0.326929
cat_1060.png,cat_1224.png,0.326928
cat_1022.png,cat_1056.png,0.326928
cat_1119.png,cat_1305.png,0.326923
cat_1152.png,cat_1195.png,0.326921
cat_1032.png,cat_1299.png,0.326919
cat_1134.png,cat_1294.png,0.326909
cat_1014.png,cat_1043.png,0.326908
cat_1172.png,cat_119.png,0.326908
cat_1099.png,cat_1126.png,0.326902
cat_1045.png,cat_1284.png,0.326901
cat_1066.png,cat_1285.png,0.326900
cat_1039.png,cat_1097.png,0.326897
cat_1149.png,cat_1248.png,0.326887
cat_1090.png,cat_1241.png,0.326883
cat_1154.png,cat_1169.png,0.326878
cat_1008.png,cat_1163.png,0.326877
cat_1011.png,cat_1192.png,0.326876
cat_1157.png,cat_1221.png,0.326875
cat_1017.png,cat_1039.png,0.326874
cat_107.png,cat_1190.png,0.326873
cat_1111.png,cat_1174.png,0.326866
cat_1093.png,cat_1186.png,0.326863
cat_1001.png,cat_1217.png,0.326856
cat_1011.png,cat_1116.png,0.326853
cat_1018.png,cat_1190.png,0.326852
cat_1230.png,cat_1294.png,0.326844
cat_1131.png,cat_1230.png,0.326833
cat_1153.png,cat_1290.png,0.326825
cat_1086.png,cat_1283.png,0.326824
cat_1025.png,cat_1309.png,0.326823
cat_1107.png,cat_1250.png,0.326820
cat_1049.png,cat_1288.png,0.326814
cat_1015.png,cat_1177.png,0.326807
cat_1046.png,cat_112.png,0.326799
cat_107.png,cat_1173.png,0.326799
cat_1179.png,cat_1192.png,0.326793
cat_1139.png,cat_1217.png,0.326792
cat_1205.png,cat_1250.png,0.326785
cat_1176.png,cat_1199.png,0.326784
cat_1182.png,cat_1281.png,0.326776
cat_1090.png,cat_1172.png,0.326766
cat_1082.png,cat_1134.png,0.326764
cat_1279.png,cat_1281.png,0.326764
cat_1095.png,cat_1254.png,0.326763
cat_1037.png,cat_1172.png,0.326762
cat_1025.png,cat_1210.png,0.326740
cat_1209.png,cat_1262.png,0.326723
cat_1091.png,cat_1164.png,0.326716
cat_1128.png,cat_116.png,0.326705
cat_1224.png,cat_126.png,0.326689
cat_1030.png,cat_1129.png,0.326683
cat_1251.png,cat_1274.png,0.326681
cat_1200.png,cat_1231.png,0.326680
cat_1125.png,cat_1170.png,0.326668
cat_1056.png,cat_1211.png,0.326663
cat_1086.png,cat_1195.png,0.326658
cat_1003.png,cat_126.png,0.326658
cat_1134.png,cat_1199.png,0.326657
cat_1005.png,cat_1292.png,0.326656
cat_1172.png,cat_1266.png,0.326649
cat_109.png,cat_1201.png,0.326645
cat_1027.png,cat_1290.png,0.326644
cat_1152.png,cat_1231.png,0.326638
cat_1135.png,cat_122.png,0.326631
cat_1288.png,cat_1293.png,0.326631
cat_1209.png,cat_1213.png,0.326631
cat_1119.png,cat_1281.png,0.326629
cat_105.png,cat_1277.png,0.326624
cat_1059.png,cat_1199.png,0.326624
cat_1051.png,cat_1300.png,0.326622
cat_1072.png,cat_1120.png,0.326605
cat_1101.png,cat_129.png,0.326598
cat_1148.png,cat_1181.png,0.326598
cat_1181.png,cat_1183.png,0.326596
cat_1008.png,cat_1306.png,0.326591
cat_1123.png,cat_1170.png,0.326589
cat_109.png,cat_1157.png,0.326574
cat_104.png,cat_1125.png,0.326560
